replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
358000,0.020222377,0.01999241,64.65676,-64.6718,0.25910172,-64.42401,-67.23621,-64.66637,0.2616888,-64.44045,-67.2354,-64.659004,0.2904636,-64.3116,-67.25009,0.020222377,0.03285426,0.2975721,1.14087015e-08,0.019992411,0.032811087,0.28234005,2.4701003e-06,1.0,0.0,1.0,1.0,358000,358,1000.0,0.0,1000,1000,-0.5493563474375057,0.08258176292662497,0.28021113313626966,-0.9018754993204846,-549.356347437506,0.0,-549.356347437506,-549.356347437506,0.9597918250627451,0.0586621079038157,1.0,0.6292927712917746,1,-549.356347437506,0.020632796233414075,0.0,0.020632796233414075,0.020632796233414075,0.8345836014006952,0.0,0.8345836014006952,0.8345836014006952,0.0054286067790904995,0.07651694145832906,0.8596843896552325,-0.31516434669120796,-0.5581107080441755,0.0,-0.5581107080441755,-0.5581107080441755,-0.5626326085293096,0.0,-0.5626326085293096,-0.5626326085293096,-0.5547849542165961,0.026168363278119985,-0.4500169808299537,-0.6000000000000001,1785000,1785,1000.0,0.0,1000,1000,-0.5958684409490042,0.07192347009772193,0.7277370028075634,-1.0277395121013695,-595.8684409490153,0.7749392296235799,-594.9017449570824,-597.2314871056716,1.0,0.0,1.0,1.0,5,-595.8684409490153,0.0,0.0,0.0,0.0,0.9525472607255555,0.12464120075352751,1.1344904825605722,0.7687404412007692,0.004131559050995874,0.07192347009772193,1.3277370028075635,-0.4277395121013694,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004741778000607155,2.1551788200013107,0.44091676799871493,0.017957845000637462,0.006900518001202727,5.9321595009987504,8.557855230001223,2993.4335352390353,356
359000,0.033014096,0.02850487,64.56734,-64.709045,0.30097526,-63.218605,-67.666176,-64.705894,0.2975674,-63.29401,-67.64802,-64.64809,0.33890492,-63.322018,-67.93136,0.033014096,0.1514005,2.3324294,5.476759e-07,0.02850487,0.10906107,1.6843395,2.6408234e-06,1.0,0.0,1.0,1.0,359000,359,1000.0,0.0,1000,1000,-0.5501942003635387,0.07591091608432024,0.5438583172763531,-0.8788785451367483,-550.1942003635382,0.0,-550.1942003635382,-550.1942003635382,0.959999020776467,0.05817517589269331,1.0,0.6546475930196727,1,-550.1942003635382,0.01936560420020106,0.0,0.01936560420020106,0.01936560420020106,0.851129008977321,0.0,0.851129008977321,0.851129008977321,0.004795282225614319,0.07242310354770211,1.103869407242293,-0.33339085193391405,-0.5435144161725219,0.0,-0.5435144161725219,-0.5435144161725219,-0.5696641013032894,0.0,-0.5696641013032894,-0.5696641013032894,-0.5549894825891531,0.025894273894787843,-0.44322861481474984,-0.6000000000000001,1790000,1790,1000.0,0.0,1000,1000,-0.5953749193040079,0.07625056552559374,0.8218209440429565,-1.0558058094866092,-595.3749193040192,0.5473130076874834,-594.6681193417996,-596.116506695918,1.0,0.0,1.0,1.0,5,-595.3749193040192,0.0,0.0,0.0,0.0,0.9806253451919986,0.17395589026536162,1.2312248478558554,0.786854807182062,0.00462508069599203,0.07625056552559376,1.4218209440429566,-0.4558058094866091,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004787498000951018,2.1967231729995547,0.4509555830009049,0.018250789000376244,0.006920767998963129,5.887320792000537,8.564958603001287,3002.0016359670353,357
360000,0.03024334,0.028676074,64.7623,-64.60457,0.35409927,-63.569256,-67.471344,-64.62965,0.35908043,-63.58084,-67.535225,-64.64166,0.40501642,-62.01666,-67.63696,0.030243345,0.1542552,2.4105575,5.364418e-07,0.028676072,0.15542594,2.4466662,2.1012966e-08,1.0,0.0,1.0,1.0,360000,360,1000.0,0.0,1000,1000,-0.5489298817482616,0.08707252849511106,0.4892368087451241,-0.9041888879103737,-548.9298817482619,0.0,-548.9298817482619,-548.9298817482619,0.9601728415513786,0.05785633191638105,1.0,0.6616291562782504,1,-548.9298817482619,-0.005240496233975822,0.0,-0.005240496233975822,-0.005240496233975822,0.9989003221599735,0.0,0.9989003221599735,0.9989003221599735,0.006237662729138765,0.08368880987719444,1.0410562903388698,-0.33505877020523767,-0.572776378615511,0.0,-0.572776378615511,-0.572776378615511,-0.5759638176207845,0.0,-0.5759638176207845,-0.5759638176207845,-0.5551675444774004,0.02595497929889697,-0.45857930615301135,-0.6000000000000001,1795000,1795,1000.0,0.0,1000,1000,-0.5956247360954675,0.07350492952040376,0.6950809560122848,-1.03407004463349,-595.6247360954786,1.1739270887498356,-594.271199576668,-597.2623634432301,1.0,0.0,1.0,1.0,5,-595.6247360954786,0.0,0.0,0.0,0.0,0.9447236809269952,0.07931820799648286,1.0270478460406922,0.8430227399852027,0.004375263904532536,0.07350492952040376,1.295080956012285,-0.43407004463348997,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004810719001397956,2.196622313998887,0.4388656049995916,0.015316627999709453,0.0068960579992563,5.898021568998956,8.560532892997799,3010.565292953035,358
361000,0.020010162,0.018974079,64.71164,-64.558945,0.30501518,-62.520027,-67.237724,-64.570694,0.30205894,-62.50507,-67.189316,-64.61183,0.32619765,-62.682133,-67.49956,0.020010162,0.040304102,0.38427097,5.5937562e-08,0.01897408,0.03873003,0.3647562,5.2386895e-10,1.0,0.0,1.0,1.0,361000,361,1000.0,0.0,1000,1000,-0.5480862808736322,0.08828975381242986,0.7171261022113463,-0.9404778812499669,-548.0862808736322,0.0,-548.0862808736322,-548.0862808736322,0.9599118385927566,0.05911267367373293,1.0,0.5673532968680282,1,-548.0862808736322,0.01687409498241088,0.0,0.01687409498241088,0.01687409498241088,1.0480322591179954,0.0,1.0480322591179954,1.0480322591179954,0.006868746761998091,0.08487239330858375,1.2830469278892693,-0.35921475957518045,-0.5572517842776524,0.0,-0.5572517842776524,-0.5572517842776524,-0.5549018858908203,0.0,-0.5549018858908203,-0.5549018858908203,-0.5549550276356302,0.026096608180243917,-0.4634701468988256,-0.6000000000000001,1800000,1800,1000.0,0.0,1000,1000,-0.5963537440940864,0.0660953461434401,0.4130685888561303,-0.9619024320242139,-596.3537440940976,0.9331099498015801,-595.0287722709995,-597.6950641154805,1.0,0.0,1.0,1.0,5,-596.3537440940976,0.0,0.0,0.0,0.0,0.8816474871787612,0.05212094030105346,0.9506410357381376,0.8013752137204461,0.0036462559059135934,0.0660953461434401,1.0130685888561304,-0.3619024320242138,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004767837999679614,2.1636365889989975,0.443877309000527,0.018133146999389282,0.0068924080005672295,5.852451497999937,8.489758788999097,3019.0579998040357,359
362000,0.017221423,0.016713783,64.576035,-64.565704,0.35587713,-63.55823,-67.38196,-64.56314,0.35395285,-63.579212,-67.38897,-64.583145,0.37141246,-63.260563,-67.38921,0.017221423,0.032893836,0.25665843,9.837095e-07,0.016713783,0.032649167,0.25526115,5.9604645e-08,1.0,0.0,1.0,1.0,362000,362,1000.0,0.0,1000,1000,-0.5490252010942352,0.08572026082790718,0.5246360925336714,-0.8746287656365025,-549.0252010942351,0.0,-549.0252010942351,-549.0252010942351,0.9599549498517163,0.05889095375914623,1.0,0.5794675170757295,1,-549.0252010942351,0.009743011743329477,0.0,0.009743011743329477,0.009743011743329477,0.8656270853099264,0.0,0.8656270853099264,0.8656270853099264,0.00596378901344855,0.0801174469292029,1.0443492149269735,-0.35377314456939907,-0.5658946358371931,0.0,-0.5658946358371931,-0.5658946358371931,-0.5336063277219297,0.0,-0.5336063277219297,-0.5336063277219297,-0.5549889901076838,0.026399884803666403,-0.43226062483869554,-0.6000000000000001,1805000,1805,1000.0,0.0,1000,1000,-0.5962420647759525,0.07173482897293645,0.6482883284511691,-1.02548043998967,-596.2420647759639,1.6143591773270414,-593.2880333821502,-597.9155863480742,1.0,0.0,1.0,1.0,5,-596.2420647759639,0.0,0.0,0.0,0.0,0.9280428515510553,0.1633912070501332,1.1514446920871744,0.6961834022607375,0.0037579352240473783,0.07173482897293645,1.2482883284511692,-0.42548043998967,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.0047820379986660555,2.1688469459986663,0.44820871299998544,0.018151416999899084,0.006887649000418605,5.931700216999161,8.578576979996797,3027.6395935980363,360
363000,0.0145935,0.016001994,64.637085,-64.58975,0.34665328,-63.42427,-67.484566,-64.61155,0.34969166,-63.472485,-67.5201,-64.56525,0.36896387,-63.28315,-67.29823,0.0145935,0.02191257,0.21740814,5.704933e-07,0.016001994,0.021104628,0.2001694,6.338814e-08,1.0,0.0,1.0,1.0,363000,363,1000.0,0.0,1000,1000,-0.5484432916194486,0.08162241983942613,0.44834027245484454,-0.8836969566036879,-548.4432916194484,0.0,-548.4432916194484,-548.4432916194484,0.9598634507615967,0.058163936095562904,1.0,0.636765834815952,1,-548.4432916194484,-0.0023690375889506843,0.0,-0.0023690375889506843,-0.0023690375889506843,0.839100919033029,0.0,0.839100919033029,0.839100919033029,0.0063892409226049395,0.0774584942191958,1.008339746811604,-0.30817121782085066,-0.5599906841010268,0.0,-0.5599906841010268,-0.5599906841010268,-0.5476392391282282,0.0,-0.5476392391282282,-0.5476392391282282,-0.5548325325420536,0.026569971845252196,-0.44845970842263894,-0.6000000000000001,1810000,1810,1000.0,0.0,1000,1000,-0.596518818149246,0.06838316013528088,0.44865986338891695,-1.0287007434623487,-596.5188181492573,1.1196372618508328,-594.6240040722797,-598.1073598422103,1.0,0.0,1.0,1.0,5,-596.5188181492573,0.0,0.0,0.0,0.0,0.8800173457735765,0.12571608736632703,1.033671604684096,0.6889678789267173,0.003481181850753957,0.06838316013528088,1.048659863388917,-0.42870074346234854,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004788526999618625,2.150743402000444,0.45271819900153787,0.015915337000478758,0.00690961799955403,5.904828759001248,8.535903842002881,3036.178657455039,361
364000,0.020178936,0.018096138,64.56359,-64.55293,0.30930406,-61.969643,-67.13898,-64.53576,0.3072524,-61.978302,-67.133194,-64.50597,0.28602627,-62.302494,-66.92333,0.020178935,0.05122989,0.7139626,5.2386895e-10,0.018096138,0.05163722,0.77106196,7.043127e-09,1.0,0.0,1.0,1.0,364000,364,1000.0,0.0,1000,1000,-0.5512069946543457,0.07365018429825777,0.3101414763154918,-0.9335112600406396,-551.2069946543454,0.0,-551.2069946543454,-551.2069946543454,0.9610612582886361,0.058169543116138124,1.0,0.5987601636425514,1,-551.2069946543454,0.014558135334791222,0.0,0.014558135334791222,0.014558135334791222,0.8439922518181622,0.0,0.8439922518181622,0.8439922518181622,0.005006468103460234,0.07162570561783965,0.9013460659082673,-0.3921245181164079,-0.5515152385557575,0.0,-0.5515152385557575,-0.5515152385557575,-0.5774433281212573,0.0,-0.5774433281212573,-0.5774433281212573,-0.5562134627578059,0.025479273733650113,-0.44127669832926336,-0.6000000000000001,1815000,1815,1000.0,0.0,1000,1000,-0.5968172412463209,0.06548355403641323,0.4416659515525512,-1.0656684628124395,-596.817241246332,1.4830925332185179,-594.1628054420504,-598.4742387510423,1.0,0.0,1.0,1.0,5,-596.817241246332,-1.3877787807814457e-16,2.7755575615628914e-16,0.0,-6.938893903907228e-16,0.8146461408123153,0.15399330110498716,0.9838340804590745,0.6209430711355718,0.0031827587536791503,0.06548355403641323,1.0416659515525513,-0.4656684628124394,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004800789000000805,2.174211688001378,0.44973863900122524,0.01768543099933595,0.0069241889996192185,5.819306056999267,8.472666793000826,3044.6545049920387,362
365000,0.016848236,0.016755454,64.66316,-64.48857,0.25106746,-62.783512,-66.747765,-64.507835,0.25492945,-62.759235,-66.77678,-64.50325,0.2913215,-62.60151,-66.85297,0.016848236,0.030170832,0.3258832,1.7020502e-06,0.016755456,0.028941965,0.31903812,2.4592737e-07,1.0,0.0,1.0,1.0,365000,365,1000.0,0.0,1000,1000,-0.5519271944277989,0.07639615547876086,0.3401073656927337,-1.015164842043037,-551.9271944277997,0.0,-551.9271944277997,-551.9271944277997,0.9610870711956574,0.05787921588254579,1.0,0.6513071812513986,1,-551.9271944277997,0.01680492743570905,0.0,0.01680492743570905,0.01680492743570905,0.8563398464372608,0.0,0.8563398464372608,0.8563398464372608,0.004295822802576039,0.07323199313127363,0.8836235281223339,-0.41516484204303705,-0.5604454862555421,0.0,-0.5604454862555421,-0.5604454862555421,-0.5976118254102957,0.0,-0.5976118254102957,-0.5976118254102957,-0.5562230172303749,0.024755374581122293,-0.455193240590015,-0.6000000000000001,1820000,1820,1000.0,0.0,1000,1000,-0.595416863871238,0.07433723095404167,0.8703917213059325,-1.0178648373083443,-595.4168638712491,1.1134398221076394,-593.3709281834954,-596.5955515890518,1.0,0.0,1.0,1.0,5,-595.4168638712491,0.0,0.0,0.0,0.0,1.0088419428093292,0.14305530271044306,1.1709395534064226,0.7981255612095652,0.0045831361287620226,0.07433723095404167,1.4703917213059325,-0.41786483730834434,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004822838998734369,2.147311267000987,0.45151953699860314,0.015156864999880781,0.006845057998361881,5.914435611999579,8.540091177996146,3053.197844197033,363
366000,0.023803681,0.025888996,64.47933,-64.475266,0.32803002,-62.082115,-66.72719,-64.47882,0.32407624,-62.09064,-66.66858,-64.4698,0.39092854,-61.390755,-67.313324,0.023803683,0.06416851,0.6770244,3.6379788e-08,0.025888998,0.08207145,1.0287452,3.4511322e-07,1.0,0.0,1.0,1.0,366000,366,1000.0,0.0,1000,1000,-0.5494132911568533,0.07100131270988769,0.3385461583687317,-0.8968584444653465,-549.4132911568536,0.0,-549.4132911568536,-549.4132911568536,0.9595430549129129,0.05878727492670436,1.0,0.6700380957548775,1,-549.4132911568536,0.007154803768311124,0.0,0.007154803768311124,0.007154803768311124,0.7770881853980988,0.0,0.7770881853980988,0.7770881853980988,0.005093999598094739,0.06723738388892958,0.9310407588268554,-0.338006092906627,-0.5473758288137417,0.0,-0.5473758288137417,-0.5473758288137417,-0.5700448333432906,0.0,-0.5700448333432906,-0.5700448333432906,-0.5545072907549481,0.02734479269624973,-0.45869485336644944,-0.6000000000000001,1825000,1825,1000.0,0.0,1000,1000,-0.595368855286757,0.07737156518108762,1.226546455433046,-1.0559858425889108,-595.3688552867682,1.5000398700515691,-593.0347392888679,-597.101934866107,1.0,0.0,1.0,1.0,5,-595.3688552867682,0.0,0.0,0.0,0.0,1.002706242037231,0.18159043711202882,1.3435203279836117,0.8172994572454553,0.004631144713243038,0.07737156518108762,1.8265464554330462,-0.45598584258891073,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004758978000609204,2.155100219000815,0.4476641250003013,0.01847578200067801,0.006926249001480755,5.864096838000478,8.497022191004362,3061.698041563035,364
367000,0.02702954,0.02859795,64.58081,-64.54865,0.31262395,-61.847237,-67.200356,-64.5616,0.31202504,-61.83365,-67.16982,-64.491806,0.3608458,-61.19795,-67.257256,0.027029539,0.05653018,0.65116155,6.055925e-07,0.028597947,0.054187924,0.61075693,2.6915222e-07,1.0,0.0,1.0,1.0,367000,367,1000.0,0.0,1000,1000,-0.5486593514125668,0.09025574081377681,0.7073125312358057,-0.9139533253540554,-548.659351412567,0.0,-548.659351412567,-548.659351412567,0.9599161954223422,0.05829780568238644,1.0,0.6687601767831108,1,-548.659351412567,-0.046532288972307434,0.0,-0.046532288972307434,-0.046532288972307434,1.2382026399765667,0.0,1.2382026399765667,1.2382026399765667,0.006243290416324649,0.0872101410086463,1.2610617686308319,-0.3783773099613924,-0.5063357536812665,0.0,-0.5063357536812665,-0.5063357536812665,-0.5917633147307021,0.0,-0.5917633147307021,-0.5917633147307021,-0.5549026418288915,0.02605200191058412,-0.4467300109614013,-0.6000000000000001,1830000,1830,1000.0,0.0,1000,1000,-0.5953207217450879,0.07789372820578794,0.5560297842794601,-1.0807973018195787,-595.320721745099,1.7069676298707257,-593.4932332911694,-598.2837024592345,1.0,0.0,1.0,1.0,5,-595.320721745099,0.0,0.0,0.0,0.0,0.9169776012097783,0.1704146219852179,1.0939295677412753,0.6919016610829598,0.004679278254912131,0.07789372820578794,1.1560297842794602,-0.48079730181957864,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004764387998875463,2.158823413999926,0.4460599949998141,0.017884644999867305,0.006861417999971309,5.872288325999762,8.506682185998216,3070.207999346034,365
368000,0.02355618,0.02296549,64.602325,-64.55209,0.35522392,-64.17658,-67.32985,-64.54735,0.36211926,-64.15534,-67.445,-64.538666,0.41051477,-64.0877,-67.552704,0.02355618,0.060567245,0.6382239,1.02678314e-07,0.02296549,0.059650898,0.66358244,1.4551915e-09,1.0,0.0,1.0,1.0,368000,368,1000.0,0.0,1000,1000,-0.5466109332261605,0.09520532503464298,0.5719368415772295,-0.9490240860873481,-546.6109332261601,0.0,-546.6109332261601,-546.6109332261601,0.9588909500598881,0.058822409202462005,1.0,0.657603036910713,1,-546.6109332261601,-0.00868589239108375,0.0,-0.00868589239108375,-0.00868589239108375,1.0889205553084558,0.0,1.0889205553084558,1.0889205553084558,0.0071482247325215555,0.09290893291283273,1.1148841500801543,-0.3734281347809365,-0.5573144370987899,0.0,-0.5573144370987899,-0.5573144370987899,-0.5169837137312263,0.0,-0.5169837137312263,-0.5169837137312263,-0.5537591579586819,0.025575361364115135,-0.4494849985605523,-0.6000000000000001,1835000,1835,1000.0,0.0,1000,1000,-0.5954814584041636,0.07605727611948611,0.5729470003299102,-1.0536224522907718,-595.4814584041745,1.6486635173603474,-593.5604871174005,-597.7844440527665,1.0,0.0,1.0,1.0,5,-595.4814584041745,-1.3877787807814457e-16,2.7755575615628914e-16,0.0,-6.938893903907228e-16,0.8963917024638048,0.19891795649698857,1.1049467054816382,0.5680780617643485,0.004518541595836488,0.07605727611948612,1.1729470003299103,-0.4536224522907717,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.00478970800031675,2.158787875001508,0.44147935200089705,0.019193142999938573,0.0068440969989751466,5.88104518199907,8.512139357000706,3078.7232911980354,366
369000,0.024113296,0.022034792,64.46814,-64.571365,0.38606974,-62.206825,-67.49108,-64.55956,0.38747817,-62.172237,-67.49858,-64.482994,0.40722916,-62.196346,-67.63425,0.024113294,0.031173145,0.27615958,2.1457672e-06,0.022034794,0.030379906,0.27993715,1.07625965e-07,1.0,0.0,1.0,1.0,369000,369,1000.0,0.0,1000,1000,-0.5476480357970256,0.10266784494654416,0.6184536201199335,-1.012753419670423,-547.648035797026,0.0,-547.648035797026,-547.648035797026,0.9599842679638596,0.05940877037775258,1.0,0.6243020263347694,1,-547.648035797026,0.039288238148005306,0.0,0.039288238148005306,0.039288238148005306,1.1203093397484398,0.0,1.1203093397484398,1.1203093397484398,0.007411482244516835,0.0988184183049128,1.2099181644318182,-0.41724777808047175,-0.5386305590320576,0.0,-0.5386305590320576,-0.5386305590320576,-0.5778912864071429,0.0,-0.5778912864071429,-0.5778912864071429,-0.5550595180415423,0.026711868567899078,-0.435927009441337,-0.6000000000000001,1840000,1840,1000.0,0.0,1000,1000,-0.5951294688966456,0.07770895113717466,0.6273939990674102,-1.045916746709424,-595.1294688966567,0.6414669242085166,-594.148441160325,-596.1238144505616,1.0,0.0,1.0,1.0,5,-595.1294688966567,0.0,0.0,0.0,0.0,1.0138780778213736,0.10768102426147669,1.1527942020193243,0.8812737104534705,0.004870531103354376,0.07770895113717467,1.2273939990674103,-0.44591674670942383,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004761758000313421,2.1559564859999227,0.44362640399958764,0.01875491699865961,0.00687738799933868,5.892239801998585,8.522216754996407,3087.2487075690333,367
370000,0.03236975,0.03410428,64.49135,-64.36316,0.15813616,-63.690586,-65.96117,-64.35623,0.15380193,-63.803204,-65.97443,-64.47563,0.22047868,-63.768543,-66.33113,0.032369748,0.06353487,0.57258123,1.5739352e-07,0.03410428,0.065601565,0.58963305,1.5465193e-06,1.0,0.0,1.0,1.0,370000,370,1000.0,0.0,1000,1000,-0.5496940544317697,0.0731997812673605,0.3893265159209405,-0.8227516681801149,-549.6940544317694,0.0,-549.6940544317694,-549.6940544317694,0.9590885822398968,0.05855031972096842,1.0,0.6467949043396134,1,-549.6940544317694,-0.015437842721244266,0.0,-0.015437842721244266,-0.015437842721244266,0.9676991371625173,0.0,0.9676991371625173,0.9676991371625173,0.004273374681648112,0.06934618572427641,0.9676991371625173,-0.2814808705461047,-0.5229209987560802,0.0,-0.5229209987560802,-0.5229209987560802,-0.5783726212415768,0.0,-0.5783726212415768,-0.5783726212415768,-0.5539674291134178,0.025847283948350355,-0.44843037246726586,-0.6000000000000001,1845000,1845,1000.0,0.0,1000,1000,-0.5966335526312452,0.06651105034398998,0.40292116635687747,-1.036582068661435,-596.6335526312562,1.5207721289978253,-594.1899219780967,-598.8636575833497,1.0,0.0,1.0,1.0,5,-596.6335526312562,-3.469446951953614e-17,6.938893903907228e-17,0.0,-1.734723475976807e-16,0.826038985505539,0.126672500254367,0.9575256971592405,0.6130019307636351,0.0033664473687548954,0.06651105034398998,1.0029211663568776,-0.43658206866143495,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004750337999212206,2.149070388999462,0.4533211650013982,0.015392470000733738,0.006879298000058043,5.824129790998995,8.45354345099986,3095.705200703029,368
